0;FRIENDS OF SUZY GLOWIAK
1;SECURING LOUISIANAS FUTURE
2;FreedomWorks Inc
3;DOUG WARDLOW FOR ATTORNEY GENERAL
4;Fianna Fáil
5;CITIZENS FOR A STRONGER NEW JERSEY
6;FINANCE COMMITTEE FOR THOMAS OH
7;MCCONNELL SENATE COMMITTEE
8;PACIFIC CAMPAIGN HOUSE
9;KAMALA HARRIS FOR SENATE
10;Vänsterpartiet
11;MARK DESNOYER
12;DONALD J. TRUMP FOR PRESIDENT, INC.
13;CORY BOOKER FOR SENATE
14;HELLER FOR SENATE
15;AKULA SATYANARAYANA
16;DANA OUTLAW FOR CONGRESS
17;CENTER FORWARD
18;45COMMITTEE, INC.
19;LEAGUE OF CONSERVATION VOTERS ACTION FUND
20;DELGADO FOR CONGRESS
21;NEVADA STATE DEMOCRATIC PARTY
22;W.R.P.R., s.r.o.
23;MATT ROSENDALE FOR MONTANA
24;DR MANNY FOR US SENATE
25;Alternative für Deutschland (AfD) - Kreisverband Köln
26;PATRICK MURPHY FOR CONGRESS
27;Janika Takatalo
28;YES ON E, SAN FRANCISCANS FOR THE ARTS
29;GROHMAN FOR CONGRESS
30;COMMITTEE TO ELECT RICHARD OJEDA
31;KUSTOFF FOR CONGRESS
32;Progresívne Slovensko
33;Partidul Pro Romania
34;GINA ORTIZ JONES FOR CONGRESS
35;BARCELONA PEL CANVI - CIUTADANS
36;Aalborg Venstrevælger forening
37;ROHRABACHER FOR CONGRESS
38;WICKER FOR SENATE
39;MATT COX FOR NC SENATE
40;CAM CAVASSO 4 CONGRESS
41;BOB CASEY FOR SENATE INC
42;CHRISSY HOULAHAN FOR CONGRESS
43;ANGIE CRAIG FOR CONGRESS
44;Marinda Kimmel for House
45;THOM TILLIS COMMITTEE
46;DEDICATEDEMAILS.COM
47;AMMAR CAMPA FOR CONGRESS
48;GREAT AMERICA PAC
49;Ioannis Vardakastanis
50;GOP SCOUTS, INC.
51;Vapaus ry
52;American Leadership Committee
53;NÁRODNÁ KOALÍCIA
54;Arco Estrategias de Marketing, S.L.
55;Indian PAC Consulting Private Limited
56;FRIENDS OF GEORGE FLINN
57;DNC SERVICES CORP./DEM. NAT'L COMMITTEE
58;Evropa spole?n?
59;FUTURE45
60;Venstre på Østerbro
61;ROGER WILLIAMS FOR U S CONGRESS COMMITTEE
62;Salem Web Network, LLC
63;WALTERS FOR CONGRESS
64;MIKE BISHOP FOR CONGRESS
65;ANITA FOR ARIZONA
66;PENSLER FOR SENATE
67;Lietuvos Respublikos liberal? s?j?dis
68;GALE PARTNERS LLC
69;Freie Demokratische Partei (FDP)
70;JOSH HARDER FOR CONGRESS
71;TJ COX FOR CONGRESS
72;JASON LEWIS FOR CONGRESS, INC.
73;"UAB ""BPN LT"""
74;GEORGE SCOTT FOR CONGRESS
75;BALDERSON FOR CONGRESS
76;VERN BUCHANAN FOR CONGRESS
77;MULLIN FOR CONGRESS
78;MEDIA MATTERS FOR AMERICA
79;CATHY MCMORRIS RODGERS FOR CONGRESS
80;Uusmaalaisten puolesta ry
81;Need to Impeach
82;ASSOCIATED BUILDERS AND CONTRACTORS INC.
83;FRIENDS OF DAN FEEHAN
84;SARA PATTERSON
85;Birchwood & Saks Investment Finland Oy
86;FREEDOM CLUB STATE PAC
87;DONNELLY FOR INDIANA
88;JIM JORDAN FOR CONGRESS
89;Partij van de Arbeid
90;NADLER FOR CONGRESS
91;CASTEN FOR CONGRESS
92;FLORIDA STRONG ACTION PAC, INC.
93;Partido Animalista PACMA
94;FLANDERS FOR US SENATE
95;AMERICAN COLLEGE OF RADIOLOGY ASSOCIATION PAC
96;JOE WILSON FOR CONGRESS
97;FRIENDS OF DAVE JOYCE
98;Tidewater Strategies
99;JOE CUNNINGHAM FOR CONGRESS
100;WILLIAMS FOR MONTANA
101;GroenLinks
102;KIRKPATRICK FOR CONGRESS
103;?????? ??????????
104;YOUNG FOR IOWA, INC.
105;CHRIS DEPIZZO FOR CONGRESS
106;CISNEROS FOR CONGRESS
107;TINA SMITH FOR MINNESOTA
108;Partidul Uniunea Salvati Romania
109;AMERICAN ACTION NETWORK, INC
110;PETE SESSSIONS FOR CONGRESS
111;CDU-Kreisverband Neustadt
112;Socialdemokraterne Aarhus 1. Kreds
113;ELISE FOR CONGRESS
114;EMMER FOR CONGRESS
115;GARRET GRAVES FOR CONGRESS
116;Folkstyret
117;SETH MOULTON FOR AMERICA, INC
118;KEN HARBAUGH FOR CONGRESS
119;The Independent Group (TIG) LTD
120;ADDO DIGITAL IKE
121;PROGRESS NC ACTION IE PAC
122;MCCASKILL FOR MISSOURI
123;AMERICAN PATRIOTS PAC
124;Solidarité DéFI
125;ILLINOIS REPUBLICAN PARTY
126;NEWS FOR DEMOCRACY
127;JESSICA MORSE FOR CONGRESS
128;NRCC
129;JOHNSON FOR CONGRESS
130;PATIENTS FOR AFFORDABLE DRUGS ACTION
131;Lega per Salvini Premier
132;CARTWRIGHT FOR CONGRESS
133;HUNT FOR CONGRESS
134;DEFENDING DEMOCRACY TOGETHER
135;Studio Montrucchio Capello snc
136;MJ FOR TEXAS
137;PAC FOR A CHANGE
138;GALEOTOS FOR GOVERNOR INC.
139;DOUG MAYS FOR CONGRESS
140;NO LABELS ACTION INC
141;POLIS FOR COLORADO
142;PLANNED PARENTHOOD ACTION FUND, INC.
143;GRAFTET MICHA? TETERYCZ
144;TED DEUTCH FOR CONGRESS COMMITTEE
145;FRIENDS OF DUSTY JOHNSON
146;MuSlate Online Services OPC PVT LTD
147;HIMES FOR CONGRESS
148;ALICE MADDEN FOR SENATE
149;Freedom Club
150;Asocia?ia Platforma Ini?iativa România
151;Dansk Folkeparti - Århus Lokalforening
152;RESTORE OUR HEALTHCARE, INC.
153;AMERICAN ACTION NETWORK INC
154;PRAMANYA STRATEGY CONSULTING PRIVATE LIMITED
155;MATT CALDWELL CAMPAIGN
156;PACRONYM
157;HOTEL WORKERS FOR STRONGER COMMUNITIES
158;Slovenska demokratska stranka
159;FRIENDS OF SUSAN BROOKS
160;Byrne For Congress
161;BERA FOR CONGRESS
162;CITIZENS FOR EVELYN
163;AMERICAN POTENTIAL
164;ELECT AARON LIEBERMAN
165;WISCONSIN NEXT PAC
166;COLLINS FOR SENATOR
167;Lemiamas Šuolis
168;BILL CASSIDY FOR US SENATE
169;LORI TRAHAN FOR CONGRESS COMMITTEE
170;DEMOCRATIC PARTY OF WISCONSIN
171;RAINMAKER INC
172;IMM, LLC
173;PETERS FOR MICHIGAN
174;RESTORATION PAC
175;NARAL PRO-CHOICE AMERICA
176;LORIE ZAPF FOR COUNCIL 2018
177;Euroopassa Suomen Tähden ry
178;BUCSHON FOR CONGRESS
179;COMMITTEE TO ELECT ALLEN SMITH
180;Bündnis 90/Die Grünen Baden-Württemberg
181;PLANNED PARENTHOOD OF MINNESOTA POLITICAL ACTION FUND
182;AMERICANS UNITED FOR VALUES
183;EPOCH USA INC.
184;Arnora Oy
185;PATIENTS FOR AFFORDABLE DRUGS ACTION
186;DREW EDMONDSON FOR GOVERNOR
187;PARTIDUL PRODEMO
188;TOM MALINOWSKI FOR CONGRESS
189;Liberal Alliance
190;Hurd for Congress
191;??.???.?.
192;LESLIE COCKBURN FOR CONGRESS
193;Sloboda a Solidarita ( SaS )
194;Pammi Sai Charan Reddy
195;T?vyn?s S?junga – Lietuvos krikš?ionys demokratai
196;WITH HONOR FUND, INC.
197;Organisatie Socialistische Partij - OSP vzw
198;MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE
199;OHIO DEMOCRATIC PARTY
200;IXNAY PAC
201;Ikast-Brande Venstre
202;Svobodní
203;HUIZENGA FOR CONGRESS
204;PARTIDUL SOCIAL DEMOCRAT - P.S.D.
205;SWALWELL FOR AMERICA
206;Thistedkredsens Venstre
207;JIM LOWER FOR CONGRESS
208;FEDERATION OF AMERICAN HOSPITALS PAC
209;The Leadership Conference on Civil & Human Rights
210;KEVIN MCCARTHY FOR CONGRESS
211;314 ACTION
212;NRSC
213;SP (Socialistische Partij)
214;SPOLU - ob?ianska demokracia
215;PROGRESSIVE TAKEOVER
216;Saku Petteri Räty
217;DEFENDARIZONA
218;PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES’  COMMUNITY ACTION FUND PAC
219;Alternativet
220;CHAMPION FLORIDA
221;Varsinais-Suomen Kokoomus ry
222;NJ7 CITIZENS FOR CHANGE
223;CUBBLER FOR CONGRESS
224;KANEW FOR CONGRESS
225;NAVARRA SUMA
226;Kos Media LLC
227;JOHN KINGSTON FOR SENATE INC
228;Gestion et Action Libérale
229;AfD-Kreisverband Braunschweig
230;CLEARPATH ACTION INC
231;ESV CREATIVE, LLC
232;MCKINLEY FOR CONGRESS
233;Politieke Partij Democraten 66
234;MN ACTION NETWORK IE PAC
235;COMMITTEE TO ELECT ROB DAVIDSON
236;GILLIBRAND 2020
237;TIM RYAN FOR AMERICA
238;KKW Koalicja Europejska PO PSL SLD .N Zieloni
239;GIBBS FOR CONGRESS
240;Bündnis90/ Die Grünen
241;FRIENDS OF JOHN DELANEY
242;AMERICA'S LIBERTY PAC
243;GRAPESEED MEDIA, LLC
244;DOUG LAMALFA COMMITTEE
245;NEAL WHITLEY
246;ELIZABETH FOR MA INC
247;VOTEVETS.ORG ACTION FUND
248;MARTY FOR CONGRESS, INC.
249;Kansallinen Kokoomus r.p.
250;STIVERS FOR CONGRESS
251;COALICION ELECTORAL UNIDAS PODEMOS
252;MANCHIN FOR WEST VIRGINIA
253;ROSKAM FOR CONGRESS COMMITTEE
254;JOHN ROSE FOR TENNESSEE
255;Mahesh Miragi
256;PERRY GERSHON FOR CONGRESS
257;MNI TARGETED MEDIA INC.
258;NATIONAL FEDERATION OF INDEPENDENT BUSINESS FEDERAL POLITICAL  ACTION COMMITTEE
259;Klassiskt Liberala Partiet
260;JOAN PERRY FOR CONGRESS
261;JUDGE LISA NEUBAUER FOR JUSTICE
262;PERFORMANCE MEDIA MARKETING, INC
263;ALEXANDRIA OCASIO-CORTEZ FOR CONGRESS
264;DEMOCRATIC GOVERNORS ASSOCIATION
265;KOHL FOR CONGRESS
266;NATIONAL HORIZON
267;Kankaanpään Työväenyhdistys ry
268;VARICK MEDIA MANAGEMENT LLC
269;En Comú Guanyem
270;WEBBER FOR CONGRESS
271;ROSEN FOR NEVADA
272;JUDICIAL CRISIS NETWORK
273;GREG STEUBE CONGRESSIONAL COMMITTEE
274;SEAN PATRICK MALONEY FOR CONGRESS
275;FRIENDS OF KIM HOWARD
276;Maailman Paras Pääkaupunki ry
277;REPUBLICAN MAJORITY FUND
278;FRIENDS OF SUSAN HUTCHISON
279;FEDERATION FOR AMERICAN IMMIGRATION REFORM
280;CARLA NELSON FOR CONGRESS
281;Pametno
282;TED BUDD FOR CONGRESS
283;MOUNTAIN STATE VALUES
284;Sozialdemokratische Partei Deutschlands SPD
285;COALITION FOR AFFORDABLE HOUSING
286;DAVID SHAPIRO FOR CONGRESS
287;?? ??????
288;New York City Campaign Finance Board
289;Massimiliano Ghelfi
290;FDP Landesverband Saarland
291;THE AMERICAN CONGRESS OF OB-GYNS PAC (OB-GYN PAC)
292;AMERICANS FOR TAX REFORM
293;BULLOCK FOR PRESIDENT
294;FUTURE FUND PAC
295;ROMNEY FOR UTAH INC
296;Adosphere Brandings Pvt. Ltd.
297;AMERICANS FOR PROSPERITY
298;SENATE LEADERSHIP FUND
299;ODS
300;MODERATA SAMLINGSPARTIET RIKSORGANISATIONEN
301;CINDY SIEGEL FOR CONGRESS
302;SAN DIEGANS AGAINST HATE OPPOSING LORIE ZAPF FOR CITY COUNCIL  2018 SPONSORED BY BUILDING AND CONSTRUCTION TRADES
303;DONOVAN FOR CONGRESS
304;FRIENDS OF MARC FRIEDENBERG
305;Jukka Kopra
306;BOWMAN FOR CONGRESS
307;ELECTRIC SYMPHONY LLC
308;MARTHA ROBY FOR CONGRESS
309;Green Party of Ireland / Comhaontas Glas
310;FRIENDS OF ELIZABETH ESTY
311;DR JIM MAXWELL FOR CONGRESS
312;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWO??
313;PETE SESSIONS FOR CONGRESS
314;Socialdemokratiet
315;Petros Kokkalis
316;HEIDI FOR SENATE
317;ARDA CAMPAIGNS LLC
318;RESONATE NETWORKS INC
319;ELIZABETH HENG FOR CONGRESS
320;CHANGE NOW
321;Sloboda a Solidarita
322;LEAGUE OF CONSERVATION VOTERS VICTORY FUND
323;VOTEVETS
324;ELIZABETH PANNILL FLETCHER FOR CONGRESS
325;KONNI BURTON CAMPAIGN
326;GIFFORDS PAC
327;Auburn Digital Solutions Private Limited
328;LKR
329;PAUL DAVIS FOR KANSAS
330;FRIENDS OF DAVE BRAT INC.
331;STABENOW FOR US SENATE
332;YODER FOR CONGRESS, INC
333;Volt Nederland
334;BLACKBURN TENNESSEE VICTORY FUND
335;ESAFUND
336;JONI FOR IOWA
337;DRAVIDA MUNNETRA KAZHAGAM
338;DCCC
339;GARY JOHNSON FOR US SENATE INC
340;Österreichischer Wirtschaftsbund (ÖWB)
341;CHRISTY FOX
342;DSCC
343;JAMES MACKLER FOR US SENATE
344;CFG ACTION WISCONSIN
345;Partito Democratico
346;AUDIENCE PARTNERS, LLC
347;INDIVISIBLE ACTION
348;AMERICAN POSSIBILITIES PAC
349;CSV - Chrëschtlech Sozial Vollekspartei
350;SPD Berlin
351;PLANNED PARENTHOOD VOTES
352;Socialdemokratiet i Region Midtjylland
353;MWPOLITICAL
354;IT Connect Pawe? Koci?ski
355;MPhilms
356;POET, LLC
357;FDP Kreisverband Bielefeld
358;Sandoval Creative, INC
359;Mario Malossini
360;CONSUMER COALITION OF OKLAHOMA, INC.
361;SVERIGES SOCIALDEMOKRATISKA ARBETAREPARTI
362;KIND FOR CONGRESS COMMITTEE
363;MIKE GALLAGHER FOR WISCONSIN
364;Friends of Scott Walker Inc.
365;MAURO SENATE CAMPAIGN TEAM
366;JAIME HARRISON FOR US SENATE
367;BRINDISI FOR CONGRESS
368;OHIO REPUBLICAN PARTY STATE CENTRAL & EXECUTIVE COMMITTEE
369;SIMPSON PUBLIC AFFAIRS LLC
370;ENERGY 45 FUND
371;ANTHONY GONZALEZ FOR CONGRESS
372;GUPTA FOR CONGRESS
373;VIRGINIA FOXX FOR CONGRESS
374;JACK MORRIS MEDIA PVT LTD
375;THE FRIENDS OF TRACY MITRANO COMMITTEE
376;ANDREW CUOMO 2018, INC.
377;MARCO RUBIO FOR SENATE 2016
378;CRESENT HARDY FOR CONGRESS
379;FRIENDS OF JENNIFER BOYSKO
380;TOP 09
381;DEFENDING MAIN STREET SUPER PAC
382;?????????? ????
383;SOCIALDEMOKRATIET
384;INDEPENDENCE USA PAC
385;WILSON FOR SENATE EXPLORATORY COMMITTEE
386;AFG GROUP INC.
387;AHKERIEN AJATUSTEN SEURA RY
388;SWING LEFT
389;MALONEY FOR NEW YORK
390;Morten Dahlin
391;RANDY HULTGREN FOR CONGRESS
392;COMMITTEE TO ELECT DAN KOH
393;AMERICAN POTENTIAL PAC
394;Cordray Commitee
395;REPUBLICAN NATIONAL COMMITTEE
396;Public Advocate of the United States
397;ALLEN THOMAS FOR CONGRESS
398;TARKANIAN FOR CONGRESS
399;For Our Republic Fund
400;FRIENDS OF ANDREW LEWIS
401;TIFFANY SHEDD FOR CONGRESS COMMITTEE
402;CD&V Houthulst
403;NEW REPUBLICAN PAC
404;FRIENDS OF VANGIE WILLIAMS
405;CAL FOR NC
406;TAYLOR HUBBARD
407;NATURAL RESOURCES DEFENSE COUNCIL, INC.
408;ORRA SGS, INC.
409;Venstres Landsorganisation
410;MONTANA RURAL VOTERS ACTION FUND
411;COMSTOCK FOR CONGRESS
412;BRANDSUM TECH SOLUTIONS PRIVATE LIMITED
413;ORBIS UNUM LTD.
414;CARYN FOR CONGRESS INC
415;ILHAN FOR CONGRESS
416;American Civil Liberties Union Foundation, Inc.
417;Bharati Web Pvt.Ltd
418;CHIP ROY FOR CONGRESS
419;THE COMMITTEE TO DEFEND THE PRESIDENT
420;PEOPLE FOR BEN
421;DIGITAL HYVE MARKETING LLC
422;TULSI NOW
423;INDIAN NATIONAL CONGRESS
424;35TH, INC.
425;Partido Popular Regional De Canarias
426;VOLUNTEERS FOR SHIMKUS
427;THE PARKSIDE GROUP LLC
428;MCSALLY FOR SENATE INC
429;NEW YORK STATE DEMOCRATIC COMMITTEE
430;Junge Liberale e.V.
431;BRADY FOR CONGRESS
432;DIANE FOR COLORADO CD3
433;AMERICANS FOR PROSPERITY
434;OSMACK FOR MISSOURI
435;REPUBLICAN PARTY OF IOWA
436;COMMITTEE TO ELECT LEIGH BROWN
437;Intrépide Studio SARL-S
438;DUNCAN D. HUNTER FOR CONGRESS
439;PLANNED PARENTHOOD ACTION FUND INC
440;ARIZONANS FOR LIFE
441;RODNEY FOR CONGRESS
442;FASO FOR CONGRESS
443;Yhteinen hyvä ry
444;ACT ON CLIMATE NOW
445;GREG FOR MONTANA
446;LGBTQ VICTORY FUND FEDERAL PAC
447;CAROLYN FOR CONGRESS
448;BOUNCE EXCHANGE INC
449;PLANNED PARENTHOOD FEDERATION OF AMERICA, INC.
450;MORE CONSERVATIVES PAC (MCPAC)
451;BILL NELSON FOR US SENATE
452;VVD
453;HUFFINES, DONALD
454;CIVIC
455;FRIENDS OF ANNA WILLIAMS
456;CARLOS CURBELO CONGRESS
457;Avaaz Campaigns UK
458;MIKE JOHNSTON FOR US SENATE
459;CARPER FOR SENATE
460;Projekt Európa
461;EASTMAN FOR CONGRESS
462;EDWARDS FOR NEW HAMPSHIRE
463;DEAN PHILLIPS FOR CONGRESS
464;KATIE PORTER FOR CONGRESS
465;ELAINE FOR CONGRESS
466;DELBENE FOR CONGRESS
467;DANCE FOR SENATE
468;Signin Soft Private Limited
469;JASON CROW FOR CONGRESS
470;Radikale Venstre
471;MIKE ESPY FOR SENATE CAMPAIGN COMMITTEE
472;JASON RITTEREISER FOR CONGRESS
473;FRIENDS OF MICHAEL NEGRON
474;European People’s Party
475;MARIE NEWMAN FOR CONGRESS
476;Ciudadanos - Partido de la Ciudadanía
477;MCCREADY FOR CONGRESS
478;????? ???? - ?????? ????????????
479;NYS SENATE REPUBLICAN CAMPAIGN COMMITTEE
480;ACRONYM
481;SUSIE LEE FOR CONGRESS
482;CONOLE FOR CONGRESS
483;TEAM GRAHAM INC
484;HLAS
485;ONE NATION
486;DR. LISA SPARKS FOR CONGRESS
487;NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND
488;FRIENDS OF ROSA DELAURO
489;Kommuneforeningen for Venstre i Haderslev Kommune
490;AAMEC INC
491;POLITICAL ACTION COMMITTEE OF THE AMERICAN ASSOCIATION OF  ORTHOPAEDIC SURGEONS--PAC OF AAOS
492;SENATE VICTORY FUND
493;Konfederacja KORWiN Braun Liroy Narodowcy
494;PROTECT FREEDOM POLITICAL ACTION COMMITTEE INC
495;MINNESOTA DEMOCRATIC-FARMER-LABOR PARTY
496;MAKING WEB LLC
497;BYRNE FOR U.S. SENATE
498;MARGARET FOR CONGRESS
499;JOSH GOTTHEIMER FOR CONGRESS
500;Working Families Party
501;PATRIOTIC AMERICANS PAC
502;CATALYST OKLAHOMA, INC.
503;ERIC ROUSE FOR US CONGRESS
504;JIM LOWER FOR CONGRESS
505;BREDESEN FOR SENATE
506;FRIENDS OF GLENN THOMPSON
507;QUESTION PAC
508;Fondation Populaire
509;BORICUA VOTA INC.
510;HOUSE MAJORITY PAC
511;TUBERVILLE FOR SENATE, INC.
512;WINNING FOR WOMEN INC.
513;COMER FOR CONGRESS
514;SUSAN MORAN PALMER FOR CONGRESS
515;ERIC ELIASON FOR CONGRESS
516;DEFENDING MAIN STREET SUPERPAC INC.
517;WAYNE MESSAM FOR AMERICA
518;Corey Whyte
519;KW Prawo i Sprawiedliwo??
520;FRENCH HILL FOR ARKANSAS
521;TOM WOLF FOR GOVERNOR
522;RAYMOND LOPEZ
523;MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE
524;MOULTON FOR CONGRESS
525;Partei für Gesundheitsforschung
526;SCOTT COOPER FOR CONGRESS
527;PRIORITIES USA ACTION & SMP
528;Akriveia Technologies Pvt Ltd
529;CAROL FOR CONGRESS
530;CINDY AXNE FOR CONGRESS
531;Hämeen Uusi Suunta ry
532;HANDEL FOR CONGRESS, INC.
533;MEL HALL FOR CONGRESS
534;PACTION
535;DIE GRÜNEN – DIE GRÜNE ALTERNATIVE
536;JOSH WELLE FOR CONGRESS
537;BUFFY WICKS FOR ASSEMBLY 2018
538;WALKER 4 NC
539;MISSISSIPPI VICTORY FUND
540;Kristdemokraterna
541;ROB WITTMAN FOR CONGRESS
542;Freiheitliche Partei Österreich
543;Nueva Canarias Frente Amplio
544;DITCH FUND
545;BOB CORLEW FOR CONGRESS
546;BLUESHIFT MEDIA
547;A WHOLE LOT OF FOLKS FOR WILMOT COLLINS
548;HOUSLEY FOR SENATE COMMITTEE
549;The Rhode Island Coalition Against Gun Violence
550;DAMON R ROBERSON LLC
551;COLORADO DEMOCRATIC PARTY
552;EVERYTOWN FOR GUN SAFETY VICTORY FUND
553;SCHIFF FOR CONGRESS
554;Osaühing Initiative
555;Coalición electoral Barcelona és Capital - Primàries
556;TULSI NOW INC
557;Teknologia ja tulevaisuus ry
558;FRIENDS OF JAHANA HAYES
559;Barcelona en Comú
560;JDCA PAC
561;JASON NICHOLS FOR CONGRESS
562;Savo-Karjalan vihreät ry
563;KW Wiosna Roberta Biedronia
564;STATE TEA PARTY EXPRESS
565;KATHY MANNING FOR CONGRESS
566;COMMITTEE TO ELECT KIMBERLY BIZON
567;European Parliament
568;AMERICAN ASSOCIATION OF NURSE ANESTHETISTS SEPARATE SEGREGATED  FUND (CRNA-PAC)
569;SPÖ-Landesorganisation Burgenland
570;CITIZENS FOR ANN GILLESPIE
571;KYLE HORTON FOR CONGRESS
572;MICHIGAN REPUBLICAN PARTY
573;WINNING FOR WOMEN, INC. PAC
574;JOHN CARTER FOR CONGRESS
575;MIKE MILLER FOR CONGRESS
576;PETE AGUILAR FOR CONGRESS
577;MIKIE SHERRILL FOR CONGRESS
578;FINKENAUER FOR CONGRESS
579;TBP PRODUCTIONS, LLP
580;COFFMAN FOR CONGRESS 2018
581;HERITAGE ACTION FOR AMERICA
582;CLAUDIA TENNEY FOR CONGRESS
583;EUpositive.sk
584;ARIZONA DEMOCRATIC PARTY
585;CULBERSON FOR CONGRESS
586;BETO FOR AMERICA
587;Open VLD
588;NO LABELS ACTION, INC.
589;PARTNERSHIP FOR AMERICA'S HEALTH CARE FUTURE, INC
590;EDUCATORS SUPPORTING TONY THURMOND FOR SUPERINTENDENT OF PUBLIC  INSTRUCTION 2018 SPONSORED BY TEACHERS ORGANIZATION
591;RADINOVICH FOR CONGRESS
592;NEA DEMOKRATIA
593;MARIO DIAZ-BALART FOR CONGRESS
594;ALEX MOONEY FOR CONGRESS
595;MAST FOR CONGRESS
596;TENNESSEE JOBS NOW
597;RPAC OF VIRGINIA
598;INTERNATIONAL UNION, UAW
599;HEADS, s.r.o.
600;CAMERON WILLIAMS
601;GILLIBRAND FOR SENATE
602;SHIVA 4 SENATE
603;Kres?anská únia
604;CHRIS PAPPAS FOR CONGRESS
605;LISA BLUNT ROCHESTER FOR CONGRESS
606;GINA ORTIZ JONES FOR CONGRESS
607;GRETCHEN DRISKELL FOR CONGRESS
