Country,Country_Subdivision_Primary,Country_Subdivision_Secondary,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_HRK,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP
US,US-MD,MD-2,81200,71400,5755250,141225,536500,1857000,539000,23100000,310000,343275,752250,61700
US,US-MD,MD-3,68900,60650,4886000,119900,455400,1577000,457500,19612500,263200,291450,639000,52350
US,US-MD,MD-4,55800,49150,3960250,97175,369200,1278000,371000,15900000,213300,236250,517500,42450
US,US-MD,MD-5,73900,65000,5238500,128550,488300,1690000,490500,21030000,282200,312525,684750,56150
US,US-MD,MD-6,175400,154350,12438500,305225,1159500,4013000,1164500,49935000,670100,741975,1626000,133300
US,US-MD,MD-7,51000,44900,3617000,88750,337200,1167000,338500,14520000,194900,215775,472500,38750
US,US-MD,MD-8,133100,117150,9439500,231625,879900,3046000,884000,37897500,508500,563100,1233750,101150
US,US-ME,ME-1,231700,203950,16433000,403225,1531800,5302000,1539000,65970000,885300,980250,2148000,176150
US,US-ME,ME-2,348300,306500,24697750,606050,2302200,7969000,2312500,99150000,1330500,1473300,3228750,264700
US,US-MI,MI-1,102400,90050,7257750,178100,676500,2342000,679500,29137500,391000,432975,948750,77800
US,US-MI,MI-10,95800,84300,6794750,166725,633400,2192000,636500,27277500,366000,405300,888000,72800
US,US-MI,MI-11,486500,428150,34500250,846575,3216000,11132000,3230500,138495000,1858600,2058075,4510500,369750
US,US-MI,MI-12,244400,215050,17328250,425200,1615300,5591000,1622500,69562500,933500,1033650,2265000,185700
US,US-MI,MI-13,157500,138550,11165500,273975,1040800,3603000,1045500,44820000,601500,666075,1459500,119650
US,US-MI,MI-14,193100,169900,13689750,335925,1276100,4417000,1282000,54952500,737500,816600,1789500,146700
US,US-MI,MI-2,134500,118350,9537500,234025,889000,3077000,893000,38287500,513800,568950,1246500,102200
US,US-MI,MI-3,160500,141200,11378000,279200,1060600,3671000,1065500,45675000,612900,678750,1487250,121950
US,US-MI,MI-4,90400,79600,6412500,157350,597800,2069000,600500,25740000,345500,382500,838500,68750
US,US-MI,MI-5,112500,99000,7977750,195750,743700,2574000,747000,32025000,429800,475875,1043250,85500
US,US-MI,MI-6,176400,155250,12509000,306950,1166100,4036000,1171500,50212500,673900,746175,1635000,134050
US,US-MI,MI-7,144300,126950,10229250,251000,953500,3301000,958000,41062500,551100,610200,1337250,109650
US,US-MI,MI-8,465600,409700,33012250,810050,3077300,10652000,3091500,132525000,1778400,1969275,4315500,353800
US,US-MI,MI-9,153900,135450,10912500,267775,1017200,3521000,1022000,43807500,587900,651000,1426500,116950
US,US-MN,MN-1,528500,465100,37478250,919650,3493600,12093000,3509500,150450000,2019000,2235675,4899750,401700
US,US-MN,MN-2,443100,389950,31422500,771050,2929100,10139000,2942500,126142500,1692800,1874475,4107750,336800
US,US-MN,MN-3,265400,233550,18818000,461750,1754200,6072000,1762000,75540000,1013700,1122525,2460000,201700
US,US-MN,MN-4,219300,192950,15549000,381550,1449400,5017000,1456000,62422500,837600,927525,2032500,166650
US,US-MN,MN-5,452900,398500,32111750,787975,2993400,10361000,3007000,128910000,1729900,1915575,4197750,344150
US,US-MN,MN-6,105800,93100,7500500,184050,699200,2420000,702500,30112500,404100,447450,980250,80400
US,US-MN,MN-7,145900,128350,10343000,253800,964100,3337000,968500,41520000,557200,617025,1352250,110850
US,US-MN,MN-8,408400,359400,28961500,710675,2699700,9345000,2712000,116265000,1560200,1727625,3786000,310400
US,US-MO,MO-1,1071400,942850,75974000,1864275,7082100,24514000,7114000,304987500,4092800,4532100,9932250,814300
US,US-MO,MO-2,611100,537750,43331000,1063250,4039200,13981000,4057500,173947500,2334300,2584800,5664750,464400
US,US-MO,MO-3,475500,418450,33718750,827400,3143100,10880000,3157500,135360000,1816500,2011425,4407750,361400
US,US-MO,MO-4,462600,407050,32800750,804875,3057600,10584000,3071500,131677500,1767000,1956675,4287750,351550
US,US-MO,MO-5,692900,609750,49132750,1205625,4580000,15853000,4601000,197235000,2646800,2930925,6423000,526600
US,US-MO,MO-6,411700,362300,29194500,716375,2721400,9420000,2734000,117195000,1572700,1741575,3816750,312900
US,US-MO,MO-7,478500,421100,33932250,832625,3163000,10949000,3177500,136215000,1828000,2024175,4436250,363700
US,US-MO,MO-8,371300,326750,26328250,646050,2454200,8495000,2465500,105690000,1418300,1570575,3441750,282200
US,US-MS,MS-1,137600,121100,9756500,239400,909500,3148000,913500,39165000,525600,582000,1275750,104550
US,US-MS,MS-2,111900,98450,7933000,194650,739500,2560000,743000,31845000,427400,473250,1037250,85000
US,US-MS,MS-3,154000,135550,10922500,268025,1018200,3524000,1023000,43845000,588400,651600,1428000,117050
US,US-MS,MS-4,164400,144700,11660750,286125,1087000,3762000,1092000,46807500,628200,695625,1524750,125000
US,US-MT,MT-AT LARGE,1453500,1279100,103071250,2529175,9608000,33257000,9651500,413767500,5552600,6148500,13474500,1104700
US,US-NC,NC-1,88500,77900,6275750,154000,585000,2025000,587500,25192500,338100,374400,820500,67250
US,US-NC,NC-10,74200,65300,5260500,129075,490400,1697000,492500,21120000,283400,313800,687750,56400
US,US-NC,NC-11,91700,80650,6499750,159500,605900,2097000,608500,26092500,350100,387750,849750,69650
US,US-NC,NC-12,266300,234300,18880250,463275,1759900,6092000,1768000,75795000,1017100,1126275,2468250,202350
US,US-NC,NC-13,187000,164550,13258000,325325,1235900,4278000,1241500,53220000,714200,790875,1733250,142100
US,US-NC,NC-2,185900,163600,13181750,323450,1228800,4253000,1234500,52920000,710100,786300,1723500,141300
US,US-NC,NC-3,79600,70000,5642000,138450,525900,1820000,528500,22650000,303900,336525,737250,60450
US,US-NC,NC-4,107900,94950,7651500,187750,713200,2469000,716500,30712500,412200,456450,1000500,82000
US,US-NC,NC-5,96700,85100,6857250,168275,639200,2213000,642000,27525000,369400,409050,896250,73500
US,US-NC,NC-6,81600,71800,5787500,142025,539500,1867000,542000,23235000,311800,345225,756750,62050
US,US-NC,NC-7,82400,72500,5842000,143350,544600,1885000,547000,23452500,314700,348525,763500,62600
US,US-NC,NC-8,111300,97950,7894000,193700,735800,2547000,739000,31687500,425300,470925,1032000,84600
US,US-NC,NC-9,177500,156150,12584500,308800,1173100,4061000,1178500,50520000,677900,750675,1645500,134900
US,US-ND,ND-AT LARGE,876100,771000,62127000,1524475,5791300,20046000,5817500,249405000,3346800,3706050,8121750,665850
US,US-NE,NE-1,61000,53700,4326000,106150,403200,1396000,405000,17362500,233000,258075,565500,46350
US,US-NE,NE-2,211200,185900,14978000,367525,1396200,4833000,1402500,60127500,806900,893475,1958250,160550
US,US-NE,NE-3,48700,42800,3450750,84675,321700,1113000,323000,13852500,185900,205875,450750,37000
US,US-NH,NH-1,167300,147250,11864500,291125,1106000,3828000,1111000,47625000,639200,707775,1551000,127150
US,US-NH,NH-2,154900,136300,10981000,269450,1023600,3543000,1028500,44085000,591600,655050,1435500,117700
US,US-NJ,NJ-1,136900,120500,9708750,238250,905000,3133000,909000,38977500,523000,579150,1269000,104050
US,US-NJ,NJ-10,162900,143300,11547750,283350,1076400,3726000,1081500,46357500,622100,688875,1509750,123750
US,US-NJ,NJ-11,337100,296650,23905250,586600,2228400,7713000,2238500,95962500,1287800,1426050,3125250,256200
US,US-NJ,NJ-12,155900,137200,11057500,271325,1030700,3568000,1035500,44392500,595700,659625,1445250,118500
US,US-NJ,NJ-2,133100,117150,9438500,231600,879800,3045000,884000,37890000,508500,563025,1233750,101150
US,US-NJ,NJ-3,430100,378450,30495500,748300,2842700,9840000,2855500,122422500,1642800,1819125,3987000,326850
US,US-NJ,NJ-4,188800,166150,13387000,328500,1247900,4319000,1253500,53737500,721200,798600,1749750,143500
US,US-NJ,NJ-5,173800,152950,12323750,302400,1148800,3976000,1154000,49470000,663900,735150,1611000,132100
US,US-NJ,NJ-6,133600,117600,9474500,232475,883200,3057000,887000,38032500,510400,565200,1238250,101550
US,US-NJ,NJ-7,566800,498850,40195250,986325,3746900,12970000,3764000,161362500,2165400,2397750,5254500,430800
US,US-NJ,NJ-8,242100,213000,17165250,421200,1600100,5539000,1607500,68910000,924700,1023975,2244000,183950
US,US-NJ,NJ-9,157200,138300,11145250,273475,1038900,3596000,1043500,44737500,600400,664875,1457250,119450
US,US-NM,NM-1,145000,127650,10284750,252375,958700,3319000,963000,41287500,554100,613500,1344750,110250
US,US-NM,NM-2,364400,320650,25836000,633975,2408400,8336000,2419500,103717500,1391800,1541175,3377250,276900
US,US-NM,NM-3,105300,92650,7464750,183175,695800,2409000,699000,29962500,402100,445275,975750,80000
US,US-NV,NV-1,1209900,1064700,85792000,2105175,7997200,27682000,8033500,344400000,4621700,5117775,11215500,919500
US,US-NV,NV-2,756100,665400,53617500,1315675,4998000,17300000,5020500,215242500,2888400,3198450,7009500,574650
US,US-NV,NV-3,1019600,897200,72297750,1774050,6739400,23328000,6770000,290227500,3894800,4312800,9451500,774850
US,US-NV,NV-4,493600,434400,35002750,858900,3262800,11294000,3277500,140512500,1885600,2088000,4575750,375150
US,US-NY,NY-1,146500,128900,10387000,254875,968200,3351000,972500,41700000,559600,619575,1357500,111300
US,US-NY,NY-10,164500,144700,11661750,286150,1087100,3763000,1092000,46815000,628200,695625,1524750,125000
US,US-NY,NY-11,156100,137400,11069500,271625,1031900,3572000,1036500,44437500,596300,660300,1446750,118650
US,US-NY,NY-12,215700,189800,15294250,375300,1425700,4935000,1432000,61395000,823900,912375,1999500,163900
US,US-NY,NY-13,101700,89450,7209750,176925,672100,2326000,675000,28942500,388400,430125,942750,77250
US,US-NY,NY-14,79800,70200,5658000,138825,527400,1826000,530000,22710000,304800,337500,739500,60650
US,US-NY,NY-15,86800,76350,6153500,151000,573600,1986000,576000,24705000,331500,367050,804750,65950
US,US-NY,NY-16,66600,58650,4725750,115975,440500,1525000,442500,18975000,254600,281925,618000,50650
US,US-NY,NY-17,73900,65000,5237000,128500,488200,1690000,490500,21022500,282100,312375,684750,56150
US,US-NY,NY-18,84500,74400,5993750,147075,558700,1934000,561500,24060000,322900,357525,783750,64250
US,US-NY,NY-19,436600,384200,30960500,759725,2886000,9990000,2899000,124290000,1667900,1846875,4047750,331850
US,US-NY,NY-2,59000,51900,4182250,102625,389800,1349000,391500,16792500,225300,249450,546750,44800
US,US-NY,NY-20,134500,118400,9540500,234100,889300,3078000,893500,38302500,514000,569100,1247250,102250
US,US-NY,NY-21,78700,69300,5582500,136975,520400,1801000,523000,22410000,300700,333000,729750,59850
US,US-NY,NY-22,370500,326050,26273250,644700,2449100,8477000,2460000,105472500,1415400,1567275,3435000,281600
US,US-NY,NY-23,104000,91500,7371500,180875,687200,2379000,690500,29595000,397100,439725,963750,79000
US,US-NY,NY-24,172000,151350,12194000,299225,1136700,3935000,1142000,48952500,656900,727425,1593750,130700
US,US-NY,NY-25,90500,79650,6417000,157450,598200,2070000,601000,25762500,345700,382800,839250,68800
US,US-NY,NY-26,78800,69300,5585500,137050,520700,1802000,523000,22425000,300900,333150,730500,59850
US,US-NY,NY-27,49500,43550,3507750,86075,327000,1132000,328500,14085000,189000,209250,458250,37600
US,US-NY,NY-3,94400,83050,6692500,164225,623900,2159000,626500,26865000,360500,399225,875250,71750
US,US-NY,NY-4,82200,72350,5831500,143100,543600,1882000,546000,23407500,314100,347850,762000,62500
US,US-NY,NY-5,60700,53350,4301000,105525,400900,1388000,402500,17265000,231700,256575,562500,46100
US,US-NY,NY-6,50700,44600,3592000,88150,334800,1159000,336500,14422500,193500,214275,469500,38500
US,US-NY,NY-7,109300,96200,7753250,190250,722700,2502000,726000,31125000,417700,462525,1013250,83100
US,US-NY,NY-8,41600,36600,2950500,72400,275000,952000,276500,11842500,158900,176025,385500,31600
US,US-NY,NY-9,69900,61500,4954000,121550,461800,1598000,464000,19890000,266900,295500,648000,53100
US,US-OH,OH-1,417700,367600,29620500,726825,2761100,9557000,2773500,118905000,1595700,1766925,3872250,317450
US,US-OH,OH-10,80100,70500,5679000,139350,529400,1832000,532000,22800000,305900,338775,742500,60850
US,US-OH,OH-11,91700,80650,6500250,159500,605900,2097000,608500,26092500,350200,387750,849750,69650
US,US-OH,OH-12,370800,326250,26290750,645125,2450700,8483000,2462000,105540000,1416300,1568325,3437250,281800
US,US-OH,OH-13,76300,67150,5409750,132750,504300,1746000,506500,21720000,291400,322725,707250,58000
US,US-OH,OH-14,93100,81950,6604500,162050,615600,2131000,618500,26512500,355800,393975,863250,70800
US,US-OH,OH-15,285700,251400,20257750,497075,1888400,6536000,1897000,81322500,1091300,1208400,2648250,217100
US,US-OH,OH-16,73900,65000,5239000,128550,488400,1690000,490500,21030000,282200,312525,684750,56150
US,US-OH,OH-2,167100,147100,11851250,290800,1104700,3824000,1110000,47572500,638400,706950,1549500,127000
US,US-OH,OH-3,166100,146150,11776750,288975,1097800,3800000,1103000,47272500,634400,702525,1539750,126200
US,US-OH,OH-4,104400,91900,7404000,181675,690200,2389000,693500,29722500,398900,441675,968250,79350
US,US-OH,OH-5,66100,58150,4687250,115025,436900,1512000,439000,18817500,252500,279600,612750,50250
US,US-OH,OH-6,76700,67500,5437500,133425,506900,1755000,509000,21825000,292900,324375,711000,58300
US,US-OH,OH-7,84600,74450,5997750,147175,559100,1935000,561500,24075000,323100,357750,783750,64300
US,US-OH,OH-8,69400,61050,4919500,120725,458600,1587000,460500,19747500,265000,293475,642750,52750
US,US-OH,OH-9,57900,51000,4107750,100800,382900,1325000,384500,16492500,221300,245025,537000,44050
US,US-OK,OK-1,104900,92350,7442000,182600,693700,2401000,697000,29872500,400900,443925,972750,79750
US,US-OK,OK-2,63900,56250,4534500,111275,422700,1463000,424500,18202500,244300,270525,592500,48600
US,US-OK,OK-3,55600,48900,3942000,96725,367500,1272000,369000,15825000,212400,235125,515250,42250
US,US-OK,OK-4,74700,65750,5297250,129975,493800,1709000,496000,21262500,285400,315975,692250,56800
US,US-OK,OK-5,199300,175350,14129000,346700,1317100,4559000,1323000,56722500,761100,842850,1847250,151450
US,US-OR,OR-1,96300,84800,6831250,167625,636800,2204000,639500,27420000,368000,407475,893250,73200
US,US-OR,OR-2,211600,186200,15002750,368150,1398500,4841000,1405000,60225000,808200,894975,1961250,160800
US,US-OR,OR-3,131900,116050,9351750,229475,871700,3017000,875500,37545000,503800,557850,1222500,100250
US,US-OR,OR-4,85300,75050,6045500,148350,563500,1951000,566000,24270000,325700,360600,790500,64800
US,US-OR,OR-5,101400,89250,7190250,176425,670300,2320000,673500,28867500,387300,428925,939750,77050
US,US-PA,PA-1,384100,338000,27235250,668300,2538800,8788000,2550500,109335000,1467200,1624650,3560250,291900
US,US-PA,PA-10,145500,128050,10316500,253150,961700,3329000,966000,41415000,555800,615375,1348500,110550
US,US-PA,PA-11,91500,80550,6489500,159250,604900,2094000,607500,26047500,349600,387150,848250,69550
US,US-PA,PA-12,139400,122700,9887750,242625,921700,3190000,926000,39690000,532700,589800,1292250,105950
US,US-PA,PA-13,88600,78000,6284000,154200,585800,2028000,588500,25230000,338500,374850,821250,67350
US,US-PA,PA-14,75900,66750,5379500,132000,501500,1736000,503500,21592500,289800,320925,703500,57650
US,US-PA,PA-15,58600,51550,4153750,101925,387200,1340000,389000,16672500,223800,247800,543000,44500
US,US-PA,PA-16,122600,107900,8695000,213350,810500,2806000,814000,34905000,468400,518700,1137000,93200
US,US-PA,PA-17,115700,101850,8206750,201375,765000,2648000,768500,32947500,442100,489525,1072500,87950
US,US-PA,PA-18,216100,190150,15323000,376000,1428400,4944000,1435000,61515000,825500,914100,2003250,164250
US,US-PA,PA-2,130400,114750,9247750,226925,862000,2984000,866000,37125000,498200,551625,1209000,99100
US,US-PA,PA-3,194300,171050,13781250,338175,1284600,4447000,1290500,55320000,742400,822075,1801500,147700
US,US-PA,PA-4,181900,160100,12899250,316525,1202400,4162000,1208000,51780000,694900,769500,1686000,138250
US,US-PA,PA-5,156400,137600,11089250,272100,1033700,3578000,1038500,44520000,597400,661500,1449750,118850
US,US-PA,PA-6,191200,168200,13555250,332625,1263600,4374000,1269500,54412500,730200,808575,1772250,145300
US,US-PA,PA-7,120400,105950,8536000,209450,795700,2754000,799500,34267500,459800,509175,1116000,91500
US,US-PA,PA-8,120400,106000,8540000,209550,796100,2756000,799500,34282500,460100,509475,1116750,91550
US,US-PA,PA-9,85400,75100,6052500,148525,564200,1953000,566500,24300000,326100,361050,791250,64850
US,US-RI,RI-1,57300,50400,4062250,99675,378700,1311000,380500,16305000,218800,242325,531000,43550
US,US-RI,RI-2,49600,43700,3520500,86375,328200,1136000,329500,14130000,189600,210000,460500,37750
US,US-SC,SC-1,120500,106050,8547000,209725,796700,2758000,800500,34312500,460400,509850,1117500,91600
US,US-SC,SC-2,54600,48050,3872000,95025,360900,1249000,362500,15547500,208600,231000,506250,41500
US,US-SC,SC-3,61500,54100,4360500,107000,406500,1407000,408500,17505000,234900,260100,570000,46750
US,US-SC,SC-4,71400,62850,5065500,124300,472200,1634000,474500,20332500,272900,302175,662250,54300
US,US-SC,SC-5,95300,83850,6756500,165800,629800,2180000,632500,27120000,364000,403050,883500,72400
US,US-SC,SC-6,54100,47600,3836250,94125,357600,1238000,359000,15397500,206700,228825,501750,41100
US,US-SC,SC-7,76900,67650,5449750,133725,508000,1758000,510500,21877500,293600,325125,712500,58400
US,US-SD,SD-AT LARGE,119400,105050,8466750,207750,789200,2732000,793000,33990000,456100,505050,1107000,90750
US,US-TN,TN-1,465700,409800,33021000,810275,3078100,10655000,3092000,132555000,1778900,1969800,4317000,353900
US,US-TN,TN-2,530300,466650,37604000,922725,3505300,12133000,3521000,150960000,2025800,2243175,4916250,403050
US,US-TN,TN-3,456000,401300,32335750,793450,3014200,10434000,3028000,129810000,1742000,1928925,4227000,346550
US,US-TN,TN-4,485300,427100,34413750,844450,3207900,11104000,3222500,138150000,1853900,2052900,4499250,368850
US,US-TN,TN-5,1094000,962700,77575750,1903575,7231400,25031000,7264000,311415000,4179100,4627650,10141500,831450
US,US-TN,TN-6,471800,415200,33454750,820925,3118500,10795000,3132500,134302500,1802200,1995675,4373250,358550
US,US-TN,TN-7,442100,389050,31347500,769200,2922100,10115000,2935500,125842500,1688700,1869975,4098000,336000
US,US-TN,TN-8,362700,319150,25717250,631050,2397300,8298000,2408000,103237500,1385400,1534125,3362250,275650
US,US-TN,TN-9,591700,520650,41955500,1029500,3910900,13537000,3928500,168427500,2260200,2502750,5484750,449650
US,US-TX,TX-1,70500,62050,4998500,122650,465900,1613000,468000,20062500,269300,298200,653250,53550
US,US-TX,TX-10,173700,152850,12316500,302225,1148100,3974000,1153500,49440000,663500,734700,1610250,132000
US,US-TX,TX-11,71300,62750,5056750,124075,471400,1632000,473500,20302500,272400,301650,660750,54200
US,US-TX,TX-12,86300,75900,6117000,150100,570200,1974000,573000,24555000,329500,364875,799500,65550
US,US-TX,TX-13,60500,53250,4290500,105275,400000,1384000,402000,17227500,231100,255975,561000,46000
US,US-TX,TX-14,70200,61800,4977750,122150,464000,1606000,466000,19980000,268200,296925,651000,53350
US,US-TX,TX-15,69800,61400,4949250,121450,461400,1597000,463500,19867500,266600,295275,647250,53050
US,US-TX,TX-16,96500,84950,6844000,167950,638000,2208000,641000,27472500,368700,408300,894750,73350
US,US-TX,TX-17,81000,71300,5746000,141000,535600,1854000,538000,23062500,309500,342750,751500,61600
US,US-TX,TX-18,264300,232550,18740500,459850,1746900,6047000,1755000,75232500,1009600,1117950,2450250,200850
US,US-TX,TX-19,68600,60350,4864250,119350,453400,1570000,455500,19530000,262000,290175,636000,52150
US,US-TX,TX-2,117000,102950,8295250,203550,773300,2677000,777000,33300000,446900,494850,1084500,88900
US,US-TX,TX-20,86100,75800,6107750,149875,569400,1971000,572000,24517500,329000,364350,798750,65450
US,US-TX,TX-21,135600,119300,9614500,235925,896200,3102000,900500,38595000,517900,573525,1257000,103050
US,US-TX,TX-22,181300,159550,12858000,315525,1198600,4149000,1204000,51615000,692700,767025,1680750,137800
US,US-TX,TX-23,205700,181000,14584000,357875,1359500,4706000,1365500,58545000,785700,870000,1906500,156300
US,US-TX,TX-24,175300,154200,12427250,304950,1158400,4010000,1163500,49890000,669500,741300,1624500,133200
US,US-TX,TX-25,160100,140900,11351750,278550,1058200,3663000,1063000,45570000,611500,677175,1484250,121650
US,US-TX,TX-26,111500,98100,7905500,193975,736900,2551000,740500,31732500,425900,471600,1033500,84750
US,US-TX,TX-27,159800,140650,11332000,278075,1056300,3656000,1061000,45487500,610500,675975,1481250,121450
US,US-TX,TX-28,105800,93050,7499000,184000,699000,2420000,702000,30105000,404000,447300,980250,80350
US,US-TX,TX-29,74200,65300,5263750,129175,490700,1698000,493000,21127500,283600,314025,688500,56400
US,US-TX,TX-3,143900,126600,10200500,250300,950900,3291000,955000,40950000,549500,608475,1333500,109350
US,US-TX,TX-30,179200,157650,12704250,311750,1184300,4099000,1189500,51000000,684400,757875,1660500,136150
US,US-TX,TX-31,181500,159700,12870000,315800,1199700,4153000,1205000,51667500,693300,767775,1682250,137950
US,US-TX,TX-32,367100,323000,26029250,638700,2426400,8399000,2437500,104490000,1402200,1552725,3402750,279000
US,US-TX,TX-33,90400,79600,6413000,157350,597800,2069000,600500,25747500,345500,382575,838500,68750
US,US-TX,TX-34,57900,50950,4106000,100750,382700,1325000,384500,16485000,221200,244950,537000,44000
US,US-TX,TX-35,70100,61700,4971500,122000,463400,1604000,465500,19957500,267800,296550,650250,53300
US,US-TX,TX-36,89900,79150,6376500,156475,594400,2057000,597000,25597500,343500,380400,833250,68350
US,US-TX,TX-4,135600,119350,9617750,236000,896500,3103000,900500,38610000,518100,573750,1257000,103100
US,US-TX,TX-5,122100,107450,8658250,212450,807100,2794000,811000,34755000,466400,516525,1131750,92800
US,US-TX,TX-6,143300,126150,10164250,249400,947500,3280000,952000,40800000,547600,606300,1329000,108950
US,US-TX,TX-7,321200,282700,22778250,558925,2123300,7350000,2133000,91440000,1227100,1358775,2977500,244150
US,US-TX,TX-8,127100,111900,9015500,221225,840400,2909000,844000,36195000,485700,537825,1178250,96650
US,US-TX,TX-9,112800,99250,7997500,196250,745500,2580000,749000,32107500,430800,477075,1045500,85700
US,US-UT,UT-1,68700,60450,4870000,119500,454000,1571000,456000,19552500,262400,290550,636750,52200
US,US-UT,UT-2,152400,134100,10804250,265125,1007100,3486000,1011500,43372500,582000,644475,1412250,115800
US,US-UT,UT-3,60600,53300,4296250,105425,400500,1386000,402500,17250000,231400,256275,561750,46050
US,US-UT,UT-4,120400,105950,8537500,209500,795800,2755000,799500,34275000,459900,509325,1116000,91500
US,US-VA,VA-1,124000,109100,8791000,215725,819500,2836000,823000,35287500,473600,524400,1149000,94200
US,US-VA,VA-10,528000,464650,37440000,918700,3490000,12081000,3506000,150300000,2016900,2233425,4894500,401300
US,US-VA,VA-11,287600,253100,20394750,500450,1901100,6581000,1910000,81870000,1098700,1216650,2666250,218600
US,US-VA,VA-2,320300,281850,22710000,557250,2116900,7328000,2126500,91162500,1223400,1354725,2968500,243400
US,US-VA,VA-3,91700,80700,6504250,159600,606300,2099000,609000,26107500,350400,387975,850500,69700
US,US-VA,VA-4,201400,177200,14279500,350400,1331100,4607000,1337000,57322500,769300,851850,1866750,153050
US,US-VA,VA-5,206600,181800,14651250,359500,1365700,4727000,1372000,58815000,789300,873975,1915500,157050
US,US-VA,VA-6,89400,78650,6338000,155525,590800,2045000,593500,25440000,341400,378075,828750,67950
US,US-VA,VA-7,339200,298500,24054500,590250,2242300,7762000,2252500,96562500,1295800,1434900,3144750,257800
US,US-VA,VA-8,294300,259000,20871500,512150,1945600,6734000,1954500,83782500,1124400,1245075,2728500,223700
US,US-VA,VA-9,71400,62850,5064750,124275,472100,1634000,474500,20332500,272800,302100,662250,54300
US,US-VT,VT-AT LARGE,61600,54200,4368750,107200,407300,1410000,409000,17535000,235400,260625,571500,46800
US,US-WA,WA-1,158200,139200,11216250,275225,1045500,3619000,1050500,45030000,604200,669075,1466250,120200
US,US-WA,WA-10,150900,132800,10702000,262600,997600,3453000,1002000,42960000,576500,638400,1398750,114700
US,US-WA,WA-2,90400,79550,6410500,157300,597600,2068000,600500,25732500,345300,382425,837750,68700
US,US-WA,WA-3,182400,160450,12930750,317300,1205400,4172000,1211000,51907500,696600,771375,1690500,138600
US,US-WA,WA-4,72900,64150,5167250,126800,481700,1667000,484000,20745000,278400,308250,675750,55400
US,US-WA,WA-5,232400,204550,16481000,404425,1536300,5318000,1543500,66165000,887900,983175,2154750,176650
US,US-WA,WA-6,103400,91000,7333750,179950,683600,2366000,686500,29437500,395100,437475,958500,78600
US,US-WA,WA-7,203300,178900,14417250,353775,1343900,4652000,1350000,57877500,776700,860025,1884750,154500
US,US-WA,WA-8,438700,386050,31109500,763375,2899900,10038000,2913000,124882500,1675900,1855800,4067250,333450
US,US-WA,WA-9,217100,191050,15392750,377700,1434900,4967000,1441500,61792500,829200,918225,2012250,165000
US,US-WI,WI-1,327500,288200,23224500,569900,2164900,7494000,2174500,93232500,1251100,1385400,3036000,248900
US,US-WI,WI-2,328600,289150,23300250,571750,2172000,7518000,2182000,93532500,1255200,1389900,3045750,249750
US,US-WI,WI-3,214900,189100,15238500,373925,1420500,4917000,1427000,61170000,820900,909000,1992000,163300
US,US-WI,WI-4,261900,230450,18569000,455650,1730900,5991000,1739000,74542500,1000300,1107675,2427750,199000
US,US-WI,WI-5,231800,204050,16440500,403425,1532500,5305000,1539500,66000000,885700,980700,2149500,176200
US,US-WI,WI-6,302400,266100,21441750,526150,1998700,6918000,2008000,86077500,1155100,1279050,2802750,229800
US,US-WI,WI-7,179200,157700,12709000,311850,1184700,4101000,1190000,51015000,684600,758100,1661250,136200
US,US-WI,WI-8,271500,238950,19252750,472425,1794700,6212000,1803000,77287500,1037200,1148475,2517000,206350
US,US-WV,WV-1,268300,236050,19021750,466750,1773100,6138000,1781000,76357500,1024700,1134675,2487000,203850
US,US-WV,WV-2,319500,281150,22654750,555900,2111800,7310000,2121500,90945000,1220400,1351425,2961750,242800
US,US-WV,WV-3,286900,252450,20340500,499125,1896100,6563000,1904500,81652500,1095800,1213350,2658750,218000
US,US-WY,WY-AT LARGE,101800,89550,7217250,177100,672800,2329000,676000,28972500,388800,430500,943500,77350
